0,1252242,1260207,7965,1253672,1260210,6538,7968
1,1233308,1257596,24288,1234707,1257601,22894,24293
2,1202527,1238467,35940,1205443,1238472,33029,35945
3,1171023,1205446,34423,1172055,1205451,33396,34428
4,1122157,1142420,20263,1122833,1142424,19591,20267
5,1091177,1124649,33472,1092148,1124654,32506,33477
6,1154692,1166007,11315,1155371,1166011,10640,11319
7,1141715,1156457,14742,1142392,1156462,14070,14747
8,1122862,1143498,20636,1123539,1143503,19964,20641
9,1092153,1125740,33587,1093125,1125745,32620,33592
10,1060807,1091157,30350,1061271,1091168,29897,30361
11,1018670,1042625,23955,1018905,1042629,23724,23959
12,1018424,1042611,24187,1018658,1042616,23958,24192
13,1042183,1049635,7452,1042340,1049640,7300,7457
14,1018914,1042639,23725,1019145,1042644,23499,23730
15,1049471,1054094,4623,1049626,1054099,4473,4628
16,1042373,1049647,7274,1042607,1049652,7045,7279
17,1019153,1042915,23762,1019387,1042921,23534,23768
18,982063,1006152,24089,982295,1006156,23861,24093
19,981822,1006139,24317,982054,1006144,24090,24322
20,1005706,1013159,7453,1005861,1013165,7304,7459
21,982303,1006167,23864,982535,1006173,23638,23870
22,1012998,1017624,4626,1013153,1017628,4475,4630
23,1005893,1013173,7280,1006128,1013178,7050,7285
24,982543,1006457,23914,982776,1006464,23688,23921
25,945571,969570,23999,945802,969575,23773,24004
26,945327,969558,24231,945560,969564,24004,24237
27,969131,976573,7442,969287,976578,7291,7447
28,945806,969584,23778,946036,969589,23553,23783
29,976409,981038,4629,976563,981042,4479,4633
30,969319,976587,7268,969553,976592,7039,7273
31,946047,969861,23814,946279,969867,23588,23820
32,909041,933067,24026,909275,933071,23796,24030
33,908799,933052,24253,909033,933058,24025,24259
34,932620,940092,7472,932776,940097,7321,7477
35,909281,933082,23801,909514,933087,23573,23806
36,939928,944558,4630,940082,944562,4480,4634
37,932814,940106,7292,933047,940111,7064,7297
38,909521,933378,23857,909752,933384,23632,23863
39,854356,886439,32083,854575,886471,31896,32115
40,899347,908011,8664,899810,908016,8206,8669
41,885889,899814,13925,886432,899825,13393,13936
42,854584,886483,31899,854730,886499,31769,31915
43,802455,826110,23655,802531,826116,23585,23661
44,802227,826092,23865,802448,826104,23656,23877
45,835102,843807,8705,835213,843817,8604,8715
46,825779,835392,9613,825908,835402,9494,9623
47,802541,826125,23584,802688,826137,23449,23596
48,847402,852692,5290,847513,852700,5187,5298
49,843683,847523,3840,843794,847532,3738,3849
50,835255,843823,8568,835385,843833,8448,8578
51,825952,835620,9668,826082,835631,9549,9679
52,802696,826372,23676,802843,826383,23540,23687
53,751414,775066,23652,751490,775073,23583,23659
54,751185,775048,23863,751405,775061,23656,23876
55,784056,792797,8741,784170,792805,8635,8749
56,774737,784349,9612,774867,784360,9493,9623
57,751501,775082,23581,751647,775094,23447,23593
58,796409,801702,5293,796522,801710,5188,5301
59,792670,796535,3865,792783,796546,3763,3876
60,784211,792813,8602,784341,792823,8482,8612
61,774906,784588,9682,775037,784599,9562,9693
62,751658,775335,23677,751807,775347,23540,23689
63,700377,723981,23604,700452,723987,23535,23610
64,700148,723965,23817,700367,723977,23610,23829
65,732938,741782,8844,733049,741792,8743,8854
66,723658,733216,9558,723789,733227,9438,9569
67,700461,723996,23535,700609,724008,23399,23547
68,745383,750644,5261,745495,750652,5157,5269
69,741662,745499,3837,741774,745508,3734,3846
70,733083,741797,8714,733212,741807,8595,8724
71,723828,733436,9608,723958,733447,9489,9619
72,700617,724252,23635,700764,724265,23501,23648
73,649395,672966,23571,649471,672972,23501,23577
74,649164,672949,23785,649383,672961,23578,23797
75,681913,690732,8819,682025,690739,8714,8826
76,672643,682205,9562,672773,682216,9443,9573
77,649483,672981,23498,649630,672993,23363,23510
78,694324,699618,5294,694436,699626,5190,5302
79,690614,694446,3832,690727,694456,3729,3842
80,682062,690747,8685,682193,690757,8564,8695
81,672809,682429,9620,672938,682440,9502,9631
82,649643,673239,23596,649791,673251,23460,23608
83,598349,621938,23589,598425,621945,23520,23596
84,598121,621912,23791,598343,621926,23583,23805
85,630894,639728,8834,631005,639736,8731,8842
86,621611,631179,9568,621741,631190,9449,9579
87,598435,621953,23518,598582,621967,23385,23532
88,643303,648627,5324,643416,648634,5218,5331
89,639608,643425,3817,639719,643435,3716,3827
90,631043,639744,8701,631172,639754,8582,8711
91,621775,631416,9641,621904,631427,9523,9652
92,598594,622219,23625,598742,622231,23489,23637
93,547302,570876,23574,547377,570882,23505,23580
94,547074,570858,23784,547294,570870,23576,23796
95,579841,588653,8812,579952,588661,8709,8820
96,570560,580126,9566,570690,580137,9447,9577
97,547388,570890,23502,547535,570905,23370,23517
98,592240,597594,5354,592353,597601,5248,5361
99,588529,592361,3832,588642,592371,3729,3842
100,579993,588669,8676,580122,588679,8557,8686
101,570724,580353,9629,570854,580364,9510,9640
102,547548,571162,23614,547698,571176,23478,23628
103,496342,519944,23602,496418,519951,23533,23609
104,496118,519917,23799,496337,519931,23594,23813
105,528892,537652,8760,529006,537660,8654,8768
106,519615,529182,9567,519745,529193,9448,9578
107,496429,519959,23530,496576,519971,23395,23542
108,541223,546557,5334,541333,546565,5232,5342
109,537534,541344,3810,537645,541353,3708,3819
110,529040,537668,8628,529169,537679,8510,8639
111,519784,529412,9628,519913,529424,9511,9640
112,496586,520215,23629,496733,520227,23494,23641
113,473073,484819,11746,473183,484828,11645,11755
114,468131,473420,5289,468159,473432,5273,5301
115,490308,495594,5286,490455,495603,5148,5295
116,484665,490466,5801,484811,490480,5669,5815
117,473228,484834,11606,473412,484849,11437,11621
118,468170,473646,5476,468214,473671,5457,5501
119,445745,456701,10956,445783,456713,10930,10968
120,445694,456685,10991,445732,456697,10965,11003
121,456748,461981,5233,456801,461997,5196,5249
122,445795,456717,10922,445830,456728,10898,10933
123,445835,456733,10898,445870,456743,10873,10908
124,464165,466978,2813,464216,466994,2778,2829
125,461918,464227,2309,461977,464243,2266,2325
126,456843,462009,5166,456910,462028,5118,5185
127,445875,456809,10934,445912,456821,10909,10946
128,445924,456826,10902,445961,456838,10877,10914
129,424172,435120,10948,424209,435132,10923,10960
130,424122,435103,10981,424160,435115,10955,10993
131,435167,440421,5254,435219,440437,5218,5270
132,424221,435136,10915,424259,435147,10888,10926
133,424272,435151,10879,424310,435162,10852,10890
134,442621,445441,2820,442672,445456,2784,2835
135,440350,442680,2330,440409,442695,2286,2345
136,435270,440448,5178,435338,440467,5129,5197
137,424322,435228,10906,424359,435243,10884,10921
138,424372,435254,10882,424408,435266,10858,10894
139,402625,413566,10941,402660,413578,10918,10953
140,402577,413550,10973,402614,413562,10948,10985
141,413613,418858,5245,413666,418874,5208,5261
142,402664,413583,10919,402701,413594,10893,10930
143,402712,413598,10886,402748,413608,10860,10896
144,421039,423870,2831,421091,423886,2795,2847
145,418785,421101,2316,418846,421116,2270,2331
146,413718,418885,5167,413787,418903,5116,5185
147,402760,413674,10914,402796,413687,10891,10927
148,402808,413691,10883,402843,413705,10862,10897
